Country Name,Country Code,Series Name,Series Code,1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Iraq,IRQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,180.952381,83.61581921,207.6923077,448.5,387.3108478,-16.11732575,23.06319968,14.76877356,12.57776234,4.978962132,16.3740815,19.3166946,33.6162106,26.96190682,36.95948092,53.23096291,-10.06749258,12.66285283,6.873615472,2.877747253,5.801455371,6.089096416,1.879498007,2.235974079,1.393330288,0.556521397,0.184058899,0.367441489,-0.19896538,0.574162679,6.041864891,4.994765964
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.223,8.973,8.944,9.038,9.021,8.917,8.805,8.788,8.776,8.752,8.842,8.891,8.849,8.605,8.718,8.654,8.65,8.48,8.395,8.252,8.125,7.96,9.263,10.59,10.729,10.82,13.02,14.065,15.11,16.23,16.17,15.547
Iraq,IRQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,8.65,,,,,7.96,,10.59,,10.82,13.02,,,,16.17,
Iraq,IRQ,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,,,,,,,,,,-6.676823783,4.116355451,17.46943318,21.60880019,-1.010679242,4.684127574,14.06516673,13.55076317,6.858439215,6.94151192,-1.656020966,1.295262764,7.954621373,15.11627857,6.746645809,-3.361505024,11.81561341,
Iraq,IRQ,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,51.04943041,52.23206994,57.8582601,55.88644282,64.8653587,58.44651082,75.02027543,70.14708849,79.57410682,84.79597915,77.41957755,74.15785642,70.8382338,61.83506076,63.6084345,61.44419192,60.10771063,62.78885842,51.98979242,55.79349515,62.54802879,60.57698851,57.69152679,55.30759638,45.34028882,46.18250206,51.32968146,54.16994275,53.10940328,41.25863842,53.8301522,
Iraq,IRQ,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,37.74416041,30.32550187,28.10115689,24.6982529,15.05131766,23.95101921,17.03094796,19.39841459,13.56815196,10.85911556,16.08465861,17.81511599,21.79952236,31.72206333,30.01805953,33.23109964,35.41625941,34.2660923,43.53730544,39.68604803,33.48210776,35.88938806,37.9634248,40.11223305,51.24965618,50.7798718,47.033723,44.19118005,44.42410918,54.29092108,43.46251419,
Iraq,IRQ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,15.61566584,19.87057417,15.50271431,20.11210342,20.58513659,18.59708233,8.456601885,10.9097071,7.203503924,4.634745507,6.930957055,8.562671712,8.405608293,6.938561306,6.886862735,5.826032905,4.929498276,3.847780195,5.229933191,5.162283547,4.563773437,4.124271438,4.768439716,4.929407772,4.191868175,3.977189811,2.976727801,2.815817643,3.770008253,5.974882283,3.951976254,
Iraq,IRQ,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,42.563,42.382,42.413,42.433,42.39,42.389,42.26,42.205,42.15,42.095,42.04,41.985,41.93,41.875,41.82,41.765,41.71,41.566,41.422,41.278,41.134,40.99,41.957,42.93,43.04,43.15,41.89,42.14,42.101,40.733,39.66,40.367
Iraq,IRQ,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,,,,,,,42.26,,,,,,,,,,41.71,,,,,40.99,,42.93,,43.15,41.89,,,,39.66,
Iraq,IRQ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,27.39189089,29.47606783,35.86300616,27.43824837,,,,
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.9296393,3.343274086,2.692609497,5.755827057,9.634422073,7.379624335,11.02176499,8.76612231,10.52988626,9.403524642,5.305820912,5.899365761,3.013838079,6.788140204,5.739782169,4.987853473,5.310118147,-4.484070492,-5.095782755,1.682971538,0.833830149,-0.005542011,1.125689646,8.649350608,24.37044535,2.006654115,9.005342424,8.527541391,5.440937334,6.184538039,13.58824711,
Ireland,IRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.210817028,3.069997435,1.469420884,2.309198751,2.52486728,1.753732139,1.525605217,2.415517872,1.631923764,5.5907173,4.872904873,4.614733277,3.49048968,2.199628507,2.429691984,3.931639895,4.897115644,4.060304951,-4.478103392,-0.922095829,2.557188832,1.696208973,0.508714869,0.182542317,-0.289879079,0.008306338,0.340531561,0.488370168,0.939044481,-0.334584625,2.358142962,7.80737541
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.77,15.02,15.57,14.54,11.97,11.69,10.19,7.7,5.8,4.32,3.68,4.22,4.48,4.49,4.34,4.41,4.98,6.77,12.61,14.53,15.35,15.45,13.73,11.86,9.91,8.37,6.71,5.74,4.95,5.62,6.19,4.362
Ireland,IRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.77,15.02,15.57,14.54,11.97,11.69,10.19,7.7,5.8,4.32,3.68,4.22,4.48,4.49,4.34,4.41,4.98,6.77,12.61,14.53,15.35,15.45,13.73,11.86,9.91,8.37,6.71,5.74,4.95,5.62,6.19,
Ireland,IRL,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,,,,,,,,,,-3.372038462,-3.386210969,-5.12758717,-5.555680757,-2.11779729,1.045299492,1.183674239,-3.416486418,1.557242399,1.074973164,4.42547884,-4.186312036,1.010048373,6.265849666,-11.25254651,-6.436867595,14.32427042,
Ireland,IRL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,28.93794123,28.29292283,29.69547193,31.2887409,31.37096419,31.50132261,34.0831219,35.10525023,32.25899428,30.76609246,30.03419212,30.0803732,28.52657244,25.92554979,25.61138421,23.33959176,24.03664738,23.94334135,23.87491411,24.30568058,38.15221268,36.90441258,35.93553711,36.74900479,35.43093466,37.50449021,37.79180925,
Ireland,IRL,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,55.78856818,55.99179338,55.51054226,55.69146173,55.15073753,55.14209746,53.04952837,51.84068071,54.86498767,55.60889111,56.72834899,56.91832004,59.26486678,62.57314419,63.69350389,66.7044197,65.12667279,65.43410272,66.50199433,65.96280189,53.80661097,55.00361325,55.18237552,56.12317997,57.46129875,55.99052579,55.36427388,
Ireland,IRL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,5.580190486,4.690114819,3.906744265,3.475354607,2.572291674,2.504929039,1.993859832,1.735308489,1.48000382,1.574087272,1.033549666,0.921152719,1.043222866,0.850028644,0.558323857,0.95454071,1.210476182,0.985493768,1.082917709,1.243129882,0.894029405,0.944964684,1.177967866,0.891399017,0.904999556,0.931203345,1.01776298,
Ireland,IRL,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,56.53,55.19,55.81,56.46,56.61,57.41,58.1,60.07,61.63,62.53,62.44,62.58,62.79,63.07,65.11,65.86,66.62,65.94,64.09,62.6,61.96,61.64,61.96,61.75,61.82,62.18,61.98,62.16,62.34,61.12,63.3,65.537
Ireland,IRL,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,53.2,52.57,53.33,53.92,53.92,54.85,55.44,56.45,57.95,58.98,59.18,59.6,59.69,60.07,61.96,63.17,66.62,65.94,64.09,62.6,61.96,61.64,61.96,61.75,61.82,62.18,61.98,62.16,62.34,61.12,63.3,
Ireland,IRL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,60.00933921,49.14186984,38.14174826,35.00719892,33.67993331,32.36709594,30.82107712,30.7738803,27.0392688,26.9930294,46.62516509,66.62175036,82.49169608,111.6490731,129.7226648,131.7821122,121.2085504,88.55715965,85.33251172,76.64781536,75.18416531,69.53596995,71.73950884,65.39897553,
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.604992883,0.80000249,2.599995708,4.000001204,4.299998206,7.700006207,8.599994333,13.50000596,13.69999702,5.300001526,5.399999031,6.199998195,5.999999688,5.200003104,5.899999336,7.699998713,7.50000023,4.900001001,2.100000272,3.399998424,1.999999382,7.303757302,4.141718551,5.155303088,-0.385798408,6.952311475,4.688811187,2.213403992,0.25486132,,,
Isle of Man,IMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.1,4.3,4.9,4.7,4.4,3.54,,,0.8,0.6,1.6,0.5,0.8,1,1.4,2.42,1.4,1.4,,,3.31,,2.6,1.98,,2.67,,,,,,
Isle of Man,IMN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,9.234801707,9.012033149,8.257548735,8.706772725,7.9069983,7.431955871,8.021557795,7.593255829,,,
Isle of Man,IMN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,92.99860763,93.11820192,93.70987301,93.57005909,93.64702031,93.66242957,93.41501712,93.93396296,,,
Isle of Man,IMN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,0.642657103,0.596599796,0.446094369,0.472320118,0.590100697,0.400506349,0.410935899,0.316670665,,,
Isle of Man,IMN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,57.53,,,,,58.91,,,,,63.29,,,,,62.83,,,,,63.31,,,,,84.18,,,,,,
Isle of Man,IMN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,5.928291132,3.79045235,4.115555069,3.330492529,8.671655277,0.334070643,-0.114220928,1.393912964,4.784467426,4.134076619,5.582667959,6.033213571,3.251163361,0.883120394,5.668515118,5.561139076,2.587653844,4.415501587,3.919126893,2.485826289,4.521680309,4.276595951,4.070321887,4.156137989,-1.857289278,8.611990348,
Israel,ISR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,19.02398677,12.02223767,10.98014888,12.27874045,9.940258878,11.39622642,8.956639566,5.496828753,5.175055994,1.053575432,1.15350488,5.756578947,0.725764645,-0.411734431,1.312661499,2.060803918,0.459816074,4.55721393,3.340312143,2.716640575,3.478572709,1.689481892,1.576211979,0.486495554,-0.634390651,-0.546034946,0.244953121,0.817323896,0.844128709,-0.5884303,1.492288454,4.394611467
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.39,14.08,12.74,9.93,8.78,8.46,9.75,10.75,11.18,11.1,11.81,12.89,13.51,13.03,11.34,10.71,9.38,7.7,9.53,8.48,7.14,6.86,6.21,5.89,5.25,4.8,4.22,4,3.8,4.33,4.319,3.476
Israel,ISR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,13.39,14.08,12.74,9.93,8.78,8.46,9.75,10.75,11.18,11.1,11.81,12.89,13.51,13.03,11.34,10.71,9.38,7.7,9.53,8.48,7.14,6.76,6.14,5.79,5.18,4.72,4.14,3.92,3.73,4.17,4.81,
Israel,ISR,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,-4.566274247,-4.516537374,-2.754683777,-0.822694664,-1.572158302,-1.511661215,-1.508885205,-1.031979508,0.483473272,1.680822377,3.086739633,4.390672426,2.98062307,1.219873489,3.533235153,3.459665389,1.704699722,0.37467257,2.929103085,4.173892856,5.318701601,3.955165984,3.686132184,2.914719134,3.664169051,5.441049875,4.317063254,
Israel,ISR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,,23.56541557,23.98703624,24.27250792,23.70289563,22.94824286,23.05213189,21.70480058,21.43099854,21.17731498,20.45585396,21.20037496,21.47305521,21.77869745,21.27533275,20.46007289,20.70914873,20.03661435,20.39476983,20.5112808,19.82426555,19.82274245,18.97351387,18.38609253,18.61330645,18.63429673,18.14044581,17.17212049,
Israel,ISR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,62.91741789,62.69739616,62.66036027,63.56625295,64.54517214,65.17414282,66.52091043,66.15701777,66.6180692,67.44222653,66.4839025,66.59362472,66.18680858,66.66633429,67.26346345,66.84508864,67.6149347,67.97276978,67.68819383,68.19957285,68.45174386,69.31049973,70.55519712,70.48372502,70.91960901,71.81574649,72.44853741,
Israel,ISR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,2.05501855,1.913385628,1.818061093,2.010182483,1.74412987,1.540210176,1.764988074,1.819547455,1.708857202,1.616838919,1.882934336,1.820734712,1.752180635,1.81423627,2.154910619,1.8389379,1.856412483,1.495884548,1.51936757,1.388176456,1.418492836,1.448634907,1.431974316,1.385569111,1.338553005,1.31645049,1.26100865,
Israel,ISR,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,59.02,59.49,60.89,61.72,62.12,61.43,61.03,60.45,60.77,61.35,61.33,60.56,60.88,61.37,61.8,62.22,62.77,62.81,62.87,63.26,63.04,63.58,63.68,64.21,64.09,64.14,64,63.93,63.5,61.79,62.907,63.623
Israel,ISR,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,59.02,59.49,60.89,61.72,62.12,61.43,61.03,60.45,60.77,61.35,61.33,60.56,60.88,61.37,61.8,62.22,62.77,62.81,62.87,63.26,63.04,65.26,65.11,65.62,65.55,65.64,65.49,65.43,65,63.41,63.32,
Israel,ISR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,99.85811749,98.69719063,93.88538216,94.83405991,88.60319026,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.538447558,0.834275454,-0.852805764,2.151023638,2.886836759,1.266784802,1.830212234,1.810615162,1.625727599,3.786955143,1.951371556,0.253942999,0.138626891,1.423594158,0.817848974,1.790639681,1.48707298,-0.962012841,-5.280937208,1.713295839,0.707333347,-2.980905768,-1.841065451,-0.004547542,0.778304351,1.293462732,1.667859041,0.925810941,0.483198317,-9.039953411,6.737277123,
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.249999298,5.270589986,4.626734683,4.051842181,5.23542258,4.00697669,2.043107798,1.955085577,1.66345995,2.537685321,2.785165427,2.465323192,2.672555528,2.206736614,1.985292985,2.09084391,1.829741122,3.347832584,0.774768131,1.525516021,2.780632729,3.041363332,1.219993423,0.24104743,0.0387904,-0.094016657,1.226533166,1.137487636,0.611246944,-0.137707574,1.873783258,8.201289912
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.1,9.32,10.21,11.09,11.66,11.86,11.98,12.12,11.68,10.83,9.6,9.21,8.87,7.87,7.73,6.78,6.08,6.72,7.75,8.36,8.36,10.65,12.15,12.68,11.9,11.69,11.21,10.61,9.95,9.16,9.5,8.094
Italy,ITA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.1,9.32,10.21,11.09,11.66,11.86,11.98,12.12,11.68,10.83,9.6,9.21,8.87,7.87,7.73,6.78,6.08,6.72,7.75,8.36,8.36,10.65,12.15,12.68,11.9,11.69,11.21,10.61,9.95,9.16,9.5,
Italy,ITA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-1.950021383,-2.217846621,0.726103968,1.20082501,2.136455446,3.045778026,2.599019012,1.583173204,0.79717751,-0.270933688,0.155317844,-0.491647996,-0.768790407,-0.497026061,-0.899507101,-1.45272297,-1.361434284,-2.756760256,-1.836912657,-3.315354294,-2.823890503,-0.245779425,1.156187589,1.864451893,1.435733846,2.646996307,2.706811379,2.580669342,3.297405339,3.928221037,3.070602342,
Italy,ITA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,27.15676164,26.68768393,26.37847859,26.37498112,26.36108197,25.92161551,25.5248443,25.26445615,24.6817873,24.30930843,24.12080542,24.02951019,23.47936449,23.41895961,23.27159113,23.40095247,23.77192462,23.60137642,21.88480005,21.86576084,21.74970363,21.3450699,21.17245852,20.79842911,20.85638428,21.21794438,21.30040502,21.45015172,21.52700987,21.54397745,22.49256811,
Italy,ITA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,60.436943,60.79823294,61.55926365,61.50495368,61.02734631,61.71613429,61.74834003,61.67074137,62.11467562,62.73193778,63.52403367,63.75218116,64.61111304,64.45475133,64.81756959,64.2518182,64.10643954,64.72794092,66.66919426,66.31397385,66.18458598,66.4430892,66.68531596,67.08570377,66.97142305,66.64998218,66.43105972,66.34046167,66.2531597,66.90229332,65.22399703,
Italy,ITA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.239188628,3.117910576,2.998568,2.991601112,2.977708321,2.974587634,2.861911574,2.768857277,2.722232363,2.56361412,2.489631456,2.371382259,2.357959442,2.347032573,2.033595483,1.945839947,1.896287174,1.874623634,1.802738541,1.775514538,1.883426278,1.970753135,2.144589807,1.99786089,2.065236762,1.928373307,1.972684673,1.945420074,1.907295723,2.008928706,1.929462826,
Italy,ITA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,50.69,48.67,48.18,47.68,47.27,47.42,47.47,47.76,48.03,48.13,48.29,48.76,49.24,49.68,49.11,49.08,48.75,49.1,48.48,48.2,48.14,49.08,48.79,49.06,48.97,49.5,49.81,49.92,49.89,48.51,48.57,49.44
Italy,ITA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,50.69,48.67,48.18,47.68,47.27,47.42,47.47,47.76,48.03,48.13,48.29,48.76,49.24,49.68,49.11,49.08,48.75,49.1,48.48,48.2,48.14,49.08,48.79,49.06,48.97,49.5,49.81,49.92,49.89,48.51,48.57,
Italy,ITA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,71.42308813,77.46365903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.838238753,1.955542502,9.417102567,1.383389803,2.349957041,-0.113731206,-1.140459872,-2.334553543,1.047673871,0.878703548,1.344929564,1.997290944,3.666317593,1.3237251,0.893797936,2.89912535,1.431954037,-0.811736703,-4.345301858,-1.457147209,1.730376267,-0.61363604,0.517686013,0.689822357,0.921487125,1.375223064,0.997123062,1.889923681,0.892291654,-10,4.6,
Jamaica,JAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,51.07109773,77.29659296,22.06994942,35.06339425,19.90874884,26.40665661,9.657552613,8.63189613,5.954239491,8.171083561,6.801909308,7.076350093,10.08695652,13.55450237,15.05286589,8.561064087,9.244820673,22.0228385,9.592245989,12.610552,7.555856466,6.873977087,9.341500766,8.274078862,3.691542289,2.351021975,4.37839865,3.736638822,3.905100009,5.226777793,5.862782428,10.34956884
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.188,7.204,7.058,7.153,7.106,7.113,7.095,7.08,6.993,6.959,6.915,6.868,6.804,6.8,6.767,6.698,6.679,6.67,7.31,7.63,8.03,8.69,9.7,9.05,8.842,8.63,7.4,5.47,4.99,6.5,6.011,6.049
Jamaica,JAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.74,15.75,16.32,15.34,16.23,16.01,16.35,15.5,15.74,15.54,14.93,14.19,11.73,12.21,11.26,10.32,9.75,6.67,7.31,7.63,8.03,8.69,9.7,9.05,13.51,8.63,7.4,5.47,4.99,6.5,8.35,
Jamaica,JAM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-5.847256543,0.806118561,-3.38249649,1.496543539,-1.503605348,-1.928621122,-3.954745947,-3.798709103,-2.433875259,-4.079926368,-8.252564282,-11.05085934,-8.200821411,-4.929508703,-9.52805225,-9.914847407,-15.92347473,-20.37480703,-9.302470549,-7.064795723,-14.28341539,-9.726346809,-9.512240195,-8.017380844,-3.031241719,-0.308749676,-2.684067773,-1.49278156,-2.216329182,-0.444762673,0.727630518,
Jamaica,JAM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,28.44933025,28.16804599,27.46162632,25.48513798,24.31178316,22.96931239,22.95248745,22.56354482,22.31730126,21.32290593,21.49253457,22.25833961,21.9006506,21.22011485,21.31539962,19.68812284,18.09085934,17.98633045,18.24902354,17.99386056,18.09906598,18.36515114,19.26603791,19.11207194,19.43705228,20.34859028,19.25358445,20.39123954,20.9347128,
Jamaica,JAM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,57.15359337,58.47020282,57.25336148,60.55571344,61.74533203,62.52226221,63.35775343,63.87781621,63.87829463,65.74534326,65.61752769,64.24169813,64.46658175,64.6583862,64.75082201,66.46628783,68.13906096,66.54160678,65.86553419,65.44684452,64.27173877,63.63697091,61.84372019,61.24552521,59.77678395,59.24920003,59.81085398,59.73960409,58.2235516,
Jamaica,JAM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,7.647249525,8.506510424,8.597089311,8.003410358,7.633852165,7.171235351,6.679597213,6.231900157,6.120735926,5.544304066,5.213862004,4.982165255,5.186240854,5.155826075,4.61760641,4.899122156,5.472267879,5.26899732,5.647286778,5.771440486,5.970479633,5.972485965,6.308335899,6.598783856,6.63178586,6.592227603,7.019602139,8.68323599,8.340802427,
Jamaica,JAM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,70.864,70.572,70.26,69.912,69.519,69.083,68.609,68.1,67.336,66.734,66.119,65.71,65.315,65.25,65.069,64.865,64.626,64.36,62.15,60.472,60.86,60.84,62.005,62.753,65.733,65.138,65.892,65.727,67.224,65.098,67.276,69.395
Jamaica,JAM,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,53.49,,,68.01,69,67.8,66.6,65.34,64.5,,62.9,63.7,61.87,64.26,,,65.1,64.62,62.53,60.8,60.84,60.67,60.89,61.2,63.15,63.17,63.73,63.14,64.35,62.2,63.23,
Jamaica,JAM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,232.8322106,123.6069513,112.1971751,94.66074289,83.86118418,72.25219524,73.70000908,81.6705597,88.96364365,98.33415571,117.5350336,127.777467,127.4332556,122.0080686,121.0024762,117.6988115,112.9899902,120.3398246,134.6787698,136.2243349,133.9784598,137.9346699,135.885095,132.4138046,124.6483008,122.6556781,102.4636034,,92.24644845,106.282373,,
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.523357235,0.900586066,-0.459219716,1.083383174,2.630999616,3.133870993,0.981228732,-1.270330495,-0.333929958,2.764647551,0.386103426,0.041962499,1.535125499,2.186115694,1.803900872,1.372350128,1.483969412,-1.224289001,-5.693236359,4.097917919,0.023809524,1.374750999,2.005100177,0.296205514,1.560626697,0.753826746,1.675331752,0.584068067,-0.240350841,-4.506904542,1.657071117,
Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.251438488,1.760283061,1.243045897,0.695458058,-0.127899045,0.136600359,1.747804587,0.661974191,-0.341296928,-0.676578684,-0.740055504,-0.923494027,-0.256541816,-0.008573388,-0.282946069,0.249355116,0.060039454,1.380078862,-1.35283673,-0.728243208,-0.272455616,-0.04406451,0.335037912,2.759226714,0.795279631,-0.127258844,0.484199796,0.989094598,0.468776159,-0.024995834,-0.233352779,2.497702782
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.1,2.2,2.5,2.9,3.2,3.4,3.4,4.1,4.7,4.75,5.02,5.39,5.25,4.73,4.45,4.19,3.89,4,5.07,5.1,4.55,4.36,4.04,3.59,3.39,3.13,2.82,2.47,2.35,2.8,2.8,2.641
Japan,JPN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.06,2.16,2.54,2.89,3.15,3.38,3.37,4.08,4.68,4.75,5.02,5.39,5.25,4.73,4.45,4.19,3.89,4,5.07,5.1,4.55,4.36,4.04,3.59,3.39,3.13,2.82,2.47,2.35,2.81,2.83,2.6
Japan,JPN,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,,,,,,1.401353644,2.124807384,2.798313444,2.461752999,2.630455489,1.970870923,2.602565208,3.083938908,3.719383505,3.521140656,3.795861729,4.623300483,2.782942348,2.754095835,3.835478963,2.079153288,0.958442611,0.889785416,0.74232205,3.070279659,3.938091284,4.120369663,3.518744099,3.44717998,2.935418854,4.000088612,
Japan,JPN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,,,,34.55387294,34.31644311,34.28595862,33.92870218,33.37699307,32.87231482,32.51358706,30.9812267,30.22260008,30.07892076,29.96693054,29.87170704,29.66557181,29.59729581,28.78297644,27.11121222,28.33597017,26.70143607,26.56264143,26.65074506,27.31362673,28.58371142,28.62994765,28.88242601,28.97968663,28.62227731,29.0168416,,
Japan,JPN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,62.93174163,63.2128578,63.17784623,64.17246839,64.90407968,65.81276456,66.02064145,67.06628128,68.3328608,68.71535813,68.98968249,69.47396471,69.44979373,69.56041713,70.26145846,71.91070646,70.54419653,71.69112244,71.74712328,71.62077261,70.88402135,69.79553086,69.88705731,69.53577557,69.43251929,69.41674282,69.46539977,,
Japan,JPN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,1.892111053,1.645030276,1.653533736,1.527912848,1.603288292,1.576060291,1.517880339,1.367506192,1.376490599,1.299028224,1.230957484,1.111629406,1.082496746,1.053364132,1.054101767,1.082316506,1.108281081,1.080271763,1.122853962,1.06671783,0.9966057,1.03412007,1.124981308,1.128440549,1.044412143,1.032907949,1.044270856,,
Japan,JPN,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,63.8,64,63.8,63.6,63.4,63.5,63.7,63.3,62.9,62.44,61.99,61.23,60.77,60.42,60.42,60.42,60.39,60.16,59.86,59.58,59.25,59.01,59.25,59.44,59.5,59.99,60.44,61.45,62.01,62,62.1,62.335
